,index,country_region_code,country_region,sub_region_1,sub_region_2,metro_area,iso_3166_2_code,census_fips_code,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,work,transport,other,leisure
0,13858,FR,France,Île-de-France,,,FR-IDF,,2020-02-15,-12.0,-10.0,5.0,4.0,-8.0,-1.0,0.8200000000000001,1.04,0.8934000000000002,0.9360999999999999
1,13859,FR,France,Île-de-France,,,FR-IDF,,2020-02-16,-6.0,-6.0,-8.0,4.0,-1.0,-2.0,0.8200000000000001,1.04,0.9400000000000001,0.9334
2,13860,FR,France,Île-de-France,,,FR-IDF,,2020-02-17,-2.0,-3.0,11.0,-11.0,-20.0,4.0,0.8,0.89,0.9733000000000002,1.0229000000000001
3,13861,FR,France,Île-de-France,,,FR-IDF,,2020-02-18,-1.0,-2.0,15.0,-8.0,-18.0,3.0,0.82,0.92,0.9833000000000001,1.0428
4,13862,FR,France,Île-de-France,,,FR-IDF,,2020-02-19,-7.0,-9.0,-5.0,-10.0,-15.0,2.0,0.85,0.9,0.9166000000000001,0.9366
5,13863,FR,France,Île-de-France,,,FR-IDF,,2020-02-20,-3.0,-9.0,-1.0,-8.0,-19.0,4.0,0.81,0.92,0.9298,0.9766000000000001
6,13864,FR,France,Île-de-France,,,FR-IDF,,2020-02-21,-4.0,-3.0,8.0,-6.0,-18.0,4.0,0.82,0.94,0.9667000000000001,0.9996
7,13865,FR,France,Île-de-France,,,FR-IDF,,2020-02-22,-8.0,-6.0,9.0,6.0,-8.0,0.0,0.9199999999999999,1.06,0.9334,0.9761
8,13866,FR,France,Île-de-France,,,FR-IDF,,2020-02-23,-2.0,0.0,5.0,7.0,-2.0,0.0,0.9199999999999999,1.07,0.9934000000000001,1.0031
9,13867,FR,France,Île-de-France,,,FR-IDF,,2020-02-24,-1.0,1.0,11.0,0.0,2.0,1.0,1.02,1.0,1.0034,1.0296
10,13868,FR,France,Île-de-France,,,FR-IDF,,2020-02-25,-3.0,0.0,4.0,1.0,2.0,0.0,1.02,1.01,0.9901,0.9931000000000001
11,13869,FR,France,Île-de-France,,,FR-IDF,,2020-02-26,-4.0,-2.0,-3.0,-3.0,2.0,1.0,1.02,0.97,0.9734,0.9633
12,13870,FR,France,Île-de-France,,,FR-IDF,,2020-02-27,-2.0,-4.0,-7.0,0.0,1.0,1.0,1.01,1.0,0.9666000000000001,0.9635
13,13871,FR,France,Île-de-France,,,FR-IDF,,2020-02-28,-2.0,4.0,-5.0,3.0,3.0,1.0,1.03,1.03,1.0202,0.9701000000000001
14,13872,FR,France,Île-de-France,,,FR-IDF,,2020-02-29,-4.0,3.0,-16.0,5.0,1.0,1.0,1.02,1.05,1.0069,0.9204000000000001
15,13873,FR,France,Île-de-France,,,FR-IDF,,2020-03-01,-11.0,0.0,-33.0,-2.0,-2.0,1.0,1.02,0.98,0.9637,0.8174
16,13874,FR,France,Île-de-France,,,FR-IDF,,2020-03-02,-6.0,5.0,-15.0,-4.0,2.0,2.0,1.02,0.96,1.0137,0.9103000000000001
17,13875,FR,France,Île-de-France,,,FR-IDF,,2020-03-03,-4.0,8.0,1.0,-3.0,2.0,0.0,1.02,0.97,1.0404,0.9765000000000001
18,13876,FR,France,Île-de-France,,,FR-IDF,,2020-03-04,-8.0,2.0,-16.0,-7.0,2.0,1.0,1.02,0.93,0.9870000000000001,0.8936000000000001
19,13877,FR,France,Île-de-France,,,FR-IDF,,2020-03-05,-8.0,-5.0,-19.0,-4.0,1.0,2.0,1.01,0.96,0.9401000000000002,0.8837
20,13878,FR,France,Île-de-France,,,FR-IDF,,2020-03-06,-6.0,6.0,-8.0,-2.0,3.0,1.0,1.03,0.98,1.0204,0.9334
21,13879,FR,France,Île-de-France,,,FR-IDF,,2020-03-07,-8.0,2.0,4.0,1.0,0.0,1.0,1.0030000000000001,1.01,0.9870000000000001,0.9596
22,13880,FR,France,Île-de-France,,,FR-IDF,,2020-03-08,-11.0,-2.0,-23.0,-6.0,-3.0,1.0,1.0030000000000001,0.94,0.9503000000000001,0.8504
23,13881,FR,France,Île-de-France,,,FR-IDF,,2020-03-09,-7.0,1.0,-4.0,-8.0,0.0,2.0,1.0,0.92,0.9836,0.9399
24,13882,FR,France,Île-de-France,,,FR-IDF,,2020-03-10,-10.0,2.0,-10.0,-8.0,-1.0,2.0,0.99,0.92,0.9804,0.9000000000000001
25,13883,FR,France,Île-de-France,,,FR-IDF,,2020-03-11,-9.0,1.0,-1.0,-9.0,-1.0,1.0,0.99,0.91,0.977,0.9364
26,13884,FR,France,Île-de-France,,,FR-IDF,,2020-03-12,-9.0,4.0,-5.0,-9.0,-2.0,2.0,0.98,0.91,0.9971000000000001,0.9232
27,13885,FR,France,Île-de-France,,,FR-IDF,,2020-03-13,-14.0,18.0,-11.0,-12.0,-3.0,4.0,0.97,0.88,1.0744,0.8699000000000001
28,13886,FR,France,Île-de-France,,,FR-IDF,,2020-03-14,-28.0,4.0,-34.0,-20.0,-8.0,6.0,0.6459999999999999,0.8,0.9344000000000001,0.7002
29,13887,FR,France,Île-de-France,,,FR-IDF,,2020-03-15,-53.0,25.0,34.0,-24.0,-17.0,5.0,0.6459999999999999,0.76,0.9926,0.7571
30,13888,FR,France,Île-de-France,,,FR-IDF,,2020-03-16,-47.0,46.0,-39.0,-42.0,-47.0,18.0,0.53,0.58,1.1531,0.5564
31,13889,FR,France,Île-de-France,,,FR-IDF,,2020-03-17,-73.0,-11.0,-65.0,-66.0,-68.0,30.0,0.32,0.34,0.6854,0.2964
32,13890,FR,France,Île-de-France,,,FR-IDF,,2020-03-18,-84.0,-38.0,-69.0,-78.0,-76.0,35.0,0.24,0.22,0.4682,0.20950000000000002
33,13891,FR,France,Île-de-France,,,FR-IDF,,2020-03-19,-83.0,-37.0,-69.0,-79.0,-78.0,38.0,0.22,0.21,0.4782,0.2162
34,13892,FR,France,Île-de-France,,,FR-IDF,,2020-03-20,-84.0,-37.0,-80.0,-81.0,-78.0,41.0,0.22,0.19,0.47490000000000004,0.17320000000000002
35,13893,FR,France,Île-de-France,,,FR-IDF,,2020-03-21,-88.0,-51.0,-89.0,-82.0,-64.0,26.0,0.25000000000000006,0.18,0.3679,0.11670000000000003
36,13894,FR,France,Île-de-France,,,FR-IDF,,2020-03-22,-89.0,-58.0,-86.0,-83.0,-59.0,19.0,0.25000000000000006,0.17,0.3177,0.1199
37,13895,FR,France,Île-de-France,,,FR-IDF,,2020-03-23,-83.0,-38.0,-80.0,-83.0,-80.0,38.0,0.2,0.17,0.4715,0.1799
38,13896,FR,France,Île-de-France,,,FR-IDF,,2020-03-24,-84.0,-40.0,-81.0,-83.0,-81.0,40.0,0.19,0.17,0.45480000000000004,0.1699
39,13897,FR,France,Île-de-France,,,FR-IDF,,2020-03-25,-85.0,-45.0,-81.0,-84.0,-81.0,38.0,0.19,0.16,0.418,0.1632
40,13898,FR,France,Île-de-France,,,FR-IDF,,2020-03-26,-84.0,-43.0,-80.0,-84.0,-81.0,40.0,0.19,0.16,0.4347000000000001,0.17320000000000002
41,13899,FR,France,Île-de-France,,,FR-IDF,,2020-03-27,-85.0,-42.0,-82.0,-84.0,-80.0,42.0,0.2,0.16,0.4381,0.15990000000000001
42,13900,FR,France,Île-de-France,,,FR-IDF,,2020-03-28,-88.0,-53.0,-85.0,-83.0,-66.0,26.0,0.193,0.17,0.35450000000000004,0.12990000000000002
43,13901,FR,France,Île-de-France,,,FR-IDF,,2020-03-29,-91.0,-69.0,-89.0,-87.0,-63.0,20.0,0.193,0.13,0.2374,0.0966
44,13902,FR,France,Île-de-France,,,FR-IDF,,2020-03-30,-86.0,-42.0,-79.0,-84.0,-81.0,39.0,0.19,0.16,0.4348,0.16310000000000002
45,13903,FR,France,Île-de-France,,,FR-IDF,,2020-03-31,-92.0,-31.0,-78.0,-84.0,-82.0,40.0,0.18,0.16,0.4887,0.1262
46,13904,FR,France,Île-de-France,,,FR-IDF,,2020-04-01,-92.0,-34.0,-77.0,-84.0,-80.0,37.0,0.2,0.16,0.4686,0.1295
47,13905,FR,France,Île-de-France,,,FR-IDF,,2020-04-02,-92.0,-32.0,-79.0,-84.0,-81.0,40.0,0.19,0.16,0.482,0.12290000000000001
48,13906,FR,France,Île-de-France,,,FR-IDF,,2020-04-03,-88.0,-34.0,-87.0,-83.0,-80.0,42.0,0.2,0.17,0.4818,0.12330000000000002
49,13907,FR,France,Île-de-France,,,FR-IDF,,2020-04-04,-89.0,-42.0,-86.0,-80.0,-65.0,26.0,0.194,0.2,0.4249,0.1199
50,13908,FR,France,Île-de-France,,,FR-IDF,,2020-04-05,-90.0,-56.0,-83.0,-82.0,-59.0,19.0,0.194,0.18,0.3278,0.12310000000000001
51,13909,FR,France,Île-de-France,,,FR-IDF,,2020-04-06,-86.0,-35.0,-85.0,-83.0,-81.0,38.0,0.19,0.17,0.4817000000000001,0.1433
52,13910,FR,France,Île-de-France,,,FR-IDF,,2020-04-07,-85.0,-30.0,-83.0,-82.0,-81.0,39.0,0.19,0.18,0.5185000000000001,0.15660000000000002
53,13911,FR,France,Île-de-France,,,FR-IDF,,2020-04-08,-86.0,-34.0,-84.0,-82.0,-80.0,36.0,0.2,0.18,0.48840000000000006,0.1466
54,13912,FR,France,Île-de-France,,,FR-IDF,,2020-04-09,-85.0,-32.0,-82.0,-82.0,-81.0,39.0,0.19,0.18,0.5051,0.15990000000000001
55,13913,FR,France,Île-de-France,,,FR-IDF,,2020-04-10,-85.0,-27.0,-83.0,-82.0,-79.0,41.0,0.21,0.18,0.5386000000000001,0.15660000000000002
56,13914,FR,France,Île-de-France,,,FR-IDF,,2020-04-11,-87.0,-38.0,-87.0,-79.0,-63.0,25.0,0.193,0.21,0.4583,0.13
57,13915,FR,France,Île-de-France,,,FR-IDF,,2020-04-12,-89.0,-56.0,-86.0,-82.0,-58.0,19.0,0.193,0.18,0.3311,0.1199
58,13916,FR,France,Île-de-France,,,FR-IDF,,2020-04-13,-91.0,-65.0,-84.0,-88.0,-91.0,42.0,0.09,0.12,0.26420000000000005,0.1131
59,13917,FR,France,Île-de-France,,,FR-IDF,,2020-04-14,-82.0,-20.0,-82.0,-80.0,-79.0,37.0,0.21,0.2,0.5954,0.18
60,13918,FR,France,Île-de-France,,,FR-IDF,,2020-04-15,-84.0,-28.0,-81.0,-80.0,-78.0,36.0,0.22,0.2,0.5352,0.1699
61,13919,FR,France,Île-de-France,,,FR-IDF,,2020-04-16,-83.0,-28.0,-78.0,-80.0,-79.0,38.0,0.21,0.2,0.5385,0.1865
62,13920,FR,France,Île-de-France,,,FR-IDF,,2020-04-17,-84.0,-27.0,-81.0,-80.0,-78.0,40.0,0.22,0.2,0.5419,0.1699
63,13921,FR,France,Île-de-France,,,FR-IDF,,2020-04-18,-87.0,-42.0,-85.0,-78.0,-60.0,25.0,0.21399999999999997,0.22,0.4315,0.1366
64,13922,FR,France,Île-de-France,,,FR-IDF,,2020-04-19,-89.0,-60.0,-81.0,-80.0,-54.0,18.0,0.21399999999999997,0.2,0.3043,0.13640000000000002
65,13923,FR,France,Île-de-France,,,FR-IDF,,2020-04-20,-82.0,-33.0,-78.0,-80.0,-78.0,36.0,0.22,0.2,0.5083,0.1932
66,13924,FR,France,Île-de-France,,,FR-IDF,,2020-04-21,-82.0,-31.0,-78.0,-79.0,-77.0,37.0,0.23,0.21,0.5217,0.1932
67,13925,FR,France,Île-de-France,,,FR-IDF,,2020-04-22,-83.0,-32.0,-77.0,-79.0,-75.0,34.0,0.25,0.21,0.5117,0.18980000000000002
68,13926,FR,France,Île-de-France,,,FR-IDF,,2020-04-23,-82.0,-29.0,-75.0,-78.0,-76.0,37.0,0.24,0.22,0.5351,0.2031
69,13927,FR,France,Île-de-France,,,FR-IDF,,2020-04-24,-83.0,-28.0,-81.0,-79.0,-75.0,39.0,0.25,0.21,0.5385,0.1766
70,13928,FR,France,Île-de-France,,,FR-IDF,,2020-04-25,-85.0,-38.0,-83.0,-76.0,-57.0,24.0,0.231,0.24,0.4649,0.15660000000000002
71,13929,FR,France,Île-de-France,,,FR-IDF,,2020-04-26,-87.0,-54.0,-76.0,-77.0,-51.0,17.0,0.231,0.23,0.3511,0.1663
72,13930,FR,France,Île-de-France,,,FR-IDF,,2020-04-27,-81.0,-31.0,-78.0,-79.0,-75.0,35.0,0.25,0.21,0.525,0.19990000000000002
73,13931,FR,France,Île-de-France,,,FR-IDF,,2020-04-28,-81.0,-29.0,-80.0,-78.0,-75.0,34.0,0.25,0.22,0.5384,0.1933
74,13932,FR,France,Île-de-France,,,FR-IDF,,2020-04-29,-82.0,-31.0,-84.0,-79.0,-74.0,34.0,0.26,0.21,0.5217,0.1734
75,13933,FR,France,Île-de-France,,,FR-IDF,,2020-04-30,-77.0,-18.0,-82.0,-78.0,-74.0,35.0,0.26,0.22,0.6253,0.21350000000000002
76,13934,FR,France,Île-de-France,,,FR-IDF,,2020-05-01,-91.0,-75.0,-83.0,-86.0,-90.0,45.0,0.1,0.14,0.19720000000000001,0.1164
77,13935,FR,France,Île-de-France,,,FR-IDF,,2020-05-02,-80.0,-22.0,-81.0,-73.0,-54.0,23.0,0.24100000000000002,0.27,0.5886,0.1967
78,13936,FR,France,Île-de-France,,,FR-IDF,,2020-05-03,-87.0,-53.0,-80.0,-77.0,-49.0,18.0,0.24100000000000002,0.23,0.3578,0.1531
79,13937,FR,France,Île-de-France,,,FR-IDF,,2020-05-04,-75.0,-19.0,-75.0,-75.0,-72.0,33.0,0.28,0.25,0.6252000000000001,0.25
80,13938,FR,France,Île-de-France,,,FR-IDF,,2020-05-05,-77.0,-22.0,-80.0,-75.0,-72.0,34.0,0.28,0.25,0.5985,0.22010000000000002
81,13939,FR,France,Île-de-France,,,FR-IDF,,2020-05-06,-76.0,-18.0,-71.0,-72.0,-70.0,31.0,0.3,0.28,0.6286,0.25650000000000006
82,13940,FR,France,Île-de-France,,,FR-IDF,,2020-05-07,-74.0,-13.0,-71.0,-72.0,-71.0,32.0,0.29,0.28,0.6687000000000001,0.26990000000000003
83,13941,FR,France,Île-de-France,,,FR-IDF,,2020-05-08,-83.0,-40.0,-75.0,-81.0,-86.0,41.0,0.14,0.19,0.4581,0.19640000000000002
84,13942,FR,France,Île-de-France,,,FR-IDF,,2020-05-09,-80.0,-28.0,-82.0,-71.0,-50.0,22.0,0.331,0.29,0.5484,0.19340000000000002
85,13943,FR,France,Île-de-France,,,FR-IDF,,2020-05-10,-84.0,-46.0,-78.0,-72.0,-43.0,16.0,0.331,0.28,0.4146,0.17980000000000002
86,13944,FR,France,Île-de-France,,,FR-IDF,,2020-05-11,-58.0,-10.0,-60.0,-61.0,-61.0,25.0,0.39,0.39,0.7416,0.4134
87,13945,FR,France,Île-de-France,,,FR-IDF,,2020-05-12,-57.0,-4.0,-54.0,-57.0,-60.0,25.0,0.4,0.43,0.7851000000000001,0.43990000000000007
88,13946,FR,France,Île-de-France,,,FR-IDF,,2020-05-13,-59.0,-8.0,-54.0,-57.0,-59.0,23.0,0.41,0.43,0.7517,0.4265
89,13947,FR,France,Île-de-France,,,FR-IDF,,2020-05-14,-57.0,-7.0,-49.0,-57.0,-60.0,24.0,0.4,0.43,0.765,0.45640000000000003
90,13948,FR,France,Île-de-France,,,FR-IDF,,2020-05-15,-58.0,-5.0,-49.0,-55.0,-58.0,25.0,0.42,0.45,0.7751000000000001,0.4497
91,13949,FR,France,Île-de-France,,,FR-IDF,,2020-05-16,-59.0,-13.0,-41.0,-44.0,-33.0,11.0,0.38500000000000006,0.56,0.7182000000000001,0.46940000000000004
92,13950,FR,France,Île-de-France,,,FR-IDF,,2020-05-17,-61.0,-19.0,-16.0,-48.0,-24.0,8.0,0.38500000000000006,0.52,0.6714000000000001,0.5385
93,13951,FR,France,Île-de-France,,,FR-IDF,,2020-05-18,-51.0,-6.0,-35.0,-54.0,-57.0,23.0,0.43,0.46,0.7915000000000001,0.5428000000000001
94,13952,FR,France,Île-de-France,,,FR-IDF,,2020-05-19,-52.0,-1.0,-34.0,-53.0,-57.0,23.0,0.43,0.47,0.8217,0.5394000000000001
95,13953,FR,France,Île-de-France,,,FR-IDF,,2020-05-20,-49.0,4.0,-30.0,-51.0,-56.0,19.0,0.44,0.49,0.8651000000000001,0.5727
96,13954,FR,France,Île-de-France,,,FR-IDF,,2020-05-21,-56.0,-20.0,1.0,-63.0,-82.0,28.0,0.18,0.37,0.6812,0.6281
97,13955,FR,France,Île-de-France,,,FR-IDF,,2020-05-22,-51.0,0.0,-46.0,-57.0,-65.0,26.0,0.35,0.43,0.8317000000000001,0.5065000000000001
98,13956,FR,France,Île-de-France,,,FR-IDF,,2020-05-23,-56.0,-15.0,-48.0,-46.0,-28.0,12.0,0.42000000000000004,0.54,0.7147,0.46640000000000004
99,13957,FR,France,Île-de-France,,,FR-IDF,,2020-05-24,-59.0,-23.0,-14.0,-44.0,-17.0,5.0,0.42000000000000004,0.56,0.6512,0.5585
100,13958,FR,France,Île-de-France,,,FR-IDF,,2020-05-25,-47.0,-9.0,-28.0,-52.0,-56.0,21.0,0.44,0.48,0.7846000000000001,0.5927
101,13959,FR,France,Île-de-France,,,FR-IDF,,2020-05-26,-48.0,-3.0,-25.0,-50.0,-53.0,21.0,0.47,0.5,0.8215000000000001,0.5959000000000001
102,13960,FR,France,Île-de-France,,,FR-IDF,,2020-05-27,-49.0,-4.0,-25.0,-49.0,-51.0,19.0,0.49,0.51,0.8115000000000001,0.5892
103,13961,FR,France,Île-de-France,,,FR-IDF,,2020-05-28,-46.0,-2.0,-23.0,-49.0,-52.0,21.0,0.48,0.51,0.8348000000000001,0.6159
104,13962,FR,France,Île-de-France,,,FR-IDF,,2020-05-29,-48.0,2.0,-27.0,-47.0,-51.0,21.0,0.49,0.53,0.855,0.5893
105,13963,FR,France,Île-de-France,,,FR-IDF,,2020-05-30,-48.0,-5.0,-8.0,-34.0,-12.0,7.0,0.475,0.66,0.8081,0.6520000000000001
106,13964,FR,France,Île-de-France,,,FR-IDF,,2020-05-31,-48.0,-3.0,25.0,-36.0,-1.0,3.0,0.475,0.64,0.8215000000000001,0.7609
107,13965,FR,France,Île-de-France,,,FR-IDF,,2020-06-01,-45.0,-19.0,37.0,-57.0,-75.0,24.0,0.25,0.43,0.7242000000000001,0.8206
108,13966,FR,France,Île-de-France,,,FR-IDF,,2020-06-02,-38.0,4.0,-11.0,-40.0,-47.0,16.0,0.53,0.6,0.9014000000000001,0.7091000000000001
109,13967,FR,France,Île-de-France,,,FR-IDF,,2020-06-03,-41.0,-2.0,-23.0,-42.0,-46.0,16.0,0.54,0.58,0.8513000000000001,0.6494
110,13968,FR,France,Île-de-France,,,FR-IDF,,2020-06-04,-44.0,-7.0,-54.0,-45.0,-48.0,19.0,0.52,0.55,0.8079,0.527
111,13969,FR,France,Île-de-France,,,FR-IDF,,2020-06-05,-43.0,-2.0,-54.0,-43.0,-46.0,18.0,0.54,0.57,0.8447000000000001,0.5337000000000001
112,13970,FR,France,Île-de-France,,,FR-IDF,,2020-06-06,-38.0,-5.0,-31.0,-29.0,-11.0,6.0,0.514,0.71,0.8411000000000001,0.6431
113,13971,FR,France,Île-de-France,,,FR-IDF,,2020-06-07,-40.0,-7.0,-22.0,-33.0,4.0,2.0,0.514,0.67,0.8210999999999999,0.6594
114,13972,FR,France,Île-de-France,,,FR-IDF,,2020-06-08,-37.0,-7.0,-34.0,-43.0,-46.0,16.0,0.54,0.57,0.831,0.6399
115,13973,FR,France,Île-de-France,,,FR-IDF,,2020-06-09,-37.0,-4.0,-28.0,-40.0,-45.0,16.0,0.55,0.6,0.8511000000000002,0.6597000000000001
116,13974,FR,France,Île-de-France,,,FR-IDF,,2020-06-10,-38.0,-6.0,-21.0,-40.0,-44.0,14.0,0.56,0.6,0.8344,0.6760999999999999
117,13975,FR,France,Île-de-France,,,FR-IDF,,2020-06-11,-35.0,-4.0,-15.0,-40.0,-45.0,16.0,0.55,0.6,0.8577000000000001,0.7160000000000001
118,13976,FR,France,Île-de-France,,,FR-IDF,,2020-06-12,-41.0,-5.0,-38.0,-40.0,-44.0,16.0,0.56,0.6,0.8312,0.5999
119,13977,FR,France,Île-de-France,,,FR-IDF,,2020-06-13,-38.0,-10.0,-4.0,-25.0,-5.0,4.0,0.5640000000000001,0.75,0.8076000000000001,0.7322
120,13978,FR,France,Île-de-France,,,FR-IDF,,2020-06-14,-39.0,-10.0,8.0,-30.0,6.0,2.0,0.5640000000000001,0.7,0.8043000000000001,0.7651000000000001
121,13979,FR,France,Île-de-France,,,FR-IDF,,2020-06-15,-31.0,-7.0,-10.0,-39.0,-44.0,14.0,0.56,0.61,0.8508,0.7593000000000001
122,13980,FR,France,Île-de-France,,,FR-IDF,,2020-06-16,-30.0,-3.0,-3.0,-35.0,-42.0,14.0,0.58,0.65,0.8809000000000001,0.7891000000000001
123,13981,FR,France,Île-de-France,,,FR-IDF,,2020-06-17,-31.0,-6.0,-11.0,-36.0,-41.0,12.0,0.59,0.64,0.8575,0.756
124,13982,FR,France,Île-de-France,,,FR-IDF,,2020-06-18,-28.0,-6.0,2.0,-36.0,-43.0,13.0,0.57,0.64,0.8674000000000001,0.819
